Id2,Geography,Age,2015,2020,2025,2030,,,,,,,,,
27057,Hubbard,25 to 29, 658 , 663 , 935 ," 1,040 ",,,,,,,,,
27057,Hubbard,30 to 34, 875 , 708 , 712 ," 1,010 ",,,,,,,,,
27057,Hubbard,35 to 44," 1,759 "," 1,725 "," 1,582 "," 1,418 ",,,,,,,,,
27057,Hubbard,45 to 54," 2,344 "," 1,859 "," 1,690 "," 1,654 ",,,,,,,,,
27057,Hubbard,55 to 59," 1,268 "," 1,203 ", 868 , 766 ,,,,,,,,,
27057,Hubbard,60 to 64, 886 , 858 , 814 , 587 ,,,,,,,,,
27057,Hubbard,65 to 74, 601 , 677 , 686 , 657 ,,,,,,,,,
27057,Hubbard,75+, 134 , 174 , 219 , 254 ,,,,,,,,,
27059,Isanti,16 to 19," 1,151 "," 1,263 "," 1,236 "," 1,038 ",,,,,,,,,
27059,Isanti,20 to 24," 1,875 "," 2,464 "," 2,663 "," 2,596 ",,,,,,,,,
27059,Isanti,25 to 29," 1,941 "," 1,822 "," 2,451 "," 2,651 ",,,,,,,,,
27059,Isanti,30 to 34," 2,192 "," 1,895 "," 1,767 "," 2,382 ",,,,,,,,,
27059,Isanti,35 to 44," 4,198 "," 4,150 "," 3,913 "," 3,461 ",,,,,,,,,
27059,Isanti,45 to 54," 5,073 "," 4,307 "," 3,965 "," 3,876 ",,,,,,,,,
27059,Isanti,55 to 59," 2,321 "," 2,471 "," 1,953 "," 1,756 ",,,,,,,,,
27059,Isanti,60 to 64," 1,416 "," 1,746 "," 1,850 "," 1,454 ",,,,,,,,,
27059,Isanti,65 to 74, 921 ," 1,131 "," 1,390 "," 1,567 ",,,,,,,,,
27059,Isanti,75+, 141 , 174 , 216 , 266 ,,,,,,,,,
27061,Itasca,16 to 19," 1,209 "," 1,262 "," 1,223 "," 1,107 ",,,,,,,,,
27061,Itasca,20 to 24," 2,005 "," 2,459 "," 2,550 "," 2,475 ",,,,,,,,,
27061,Itasca,25 to 29," 1,615 "," 1,770 "," 2,197 "," 2,280 ",,,,,,,,,
27061,Itasca,30 to 34," 1,949 "," 1,699 "," 1,855 "," 2,303 ",,,,,,,,,
27061,Itasca,35 to 44," 4,175 "," 4,131 "," 3,863 "," 3,749 ",,,,,,,,,
27061,Itasca,45 to 54," 4,875 "," 4,215 "," 4,033 "," 3,967 ",,,,,,,,,
27061,Itasca,55 to 59," 2,710 "," 2,378 "," 1,886 "," 1,776 ",,,,,,,,,
27061,Itasca,60 to 64," 1,850 "," 1,791 "," 1,566 "," 1,240 ",,,,,,,,,
27061,Itasca,65 to 74, 878 ," 1,076 "," 1,151 "," 1,057 ",,,,,,,,,
27061,Itasca,75+, 223 , 273 , 342 , 422 ,,,,,,,,,
27063,Jackson,16 to 19, 274 , 300 , 288 , 269 ,,,,,,,,,
27063,Jackson,20 to 24, 539 , 609 , 660 , 632 ,,,,,,,,,
27063,Jackson,25 to 29, 471 , 486 , 552 , 601 ,,,,,,,,,
27063,Jackson,30 to 34, 538 , 474 , 485 , 551 ,,,,,,,,,
27063,Jackson,35 to 44," 1,010 "," 1,014 ", 991 , 936 ,,,,,,,,,
27063,Jackson,45 to 54," 1,153 ", 990 , 951 , 949 ,,,,,,,,,
27063,Jackson,55 to 59, 699 , 662 , 487 , 492 ,,,,,,,,,
27063,Jackson,60 to 64, 494 , 544 , 512 , 376 ,,,,,,,,,
27063,Jackson,65 to 74, 356 , 452 , 532 , 537 ,,,,,,,,,
27063,Jackson,75+, 96 , 97 , 109 , 132 ,,,,,,,,,
27065,Kanabec,16 to 19, 456 , 495 , 451 , 345 ,,,,,,,,,
27065,Kanabec,20 to 24, 746 , 943 ," 1,014 ", 932 ,,,,,,,,,
27065,Kanabec,25 to 29, 619 , 618 , 811 , 884 ,,,,,,,,,
27065,Kanabec,30 to 34, 754 , 602 , 603 , 796 ,,,,,,,,,
27065,Kanabec,35 to 44," 1,514 "," 1,387 "," 1,210 "," 1,078 ",,,,,,,,,
27065,Kanabec,45 to 54," 1,756 "," 1,466 "," 1,363 "," 1,248 ",,,,,,,,,
27065,Kanabec,55 to 59," 1,021 ", 870 , 637 , 616 ,,,,,,,,,
27065,Kanabec,60 to 64, 643 , 693 , 592 , 433 ,,,,,,,,,
27065,Kanabec,65 to 74, 381 , 449 , 506 , 487 ,,,,,,,,,
27065,Kanabec,75+, 93 , 114 , 137 , 164 ,,,,,,,,,
27067,Kandiyohi,16 to 19," 1,039 "," 1,166 "," 1,166 "," 1,071 ",,,,,,,,,
27067,Kandiyohi,20 to 24," 2,388 "," 2,392 "," 2,639 "," 2,639 ",,,,,,,,,
27067,Kandiyohi,25 to 29," 2,158 "," 2,153 "," 2,148 "," 2,406 ",,,,,,,,,
27067,Kandiyohi,30 to 34," 2,211 "," 2,055 "," 2,041 "," 2,038 ",,,,,,,,,
27067,Kandiyohi,35 to 44," 4,117 "," 4,315 "," 4,323 "," 4,142 ",,,,,,,,,
27067,Kandiyohi,45 to 54," 4,533 "," 3,930 "," 3,815 "," 3,983 ",,,,,,,,,
27067,Kandiyohi,55 to 59," 2,817 "," 2,437 "," 1,933 "," 1,830 ",,,,,,,,,
27067,Kandiyohi,60 to 64," 2,082 "," 2,238 "," 1,927 "," 1,530 ",,,,,,,,,
27067,Kandiyohi,65 to 74," 1,150 "," 1,454 "," 1,680 "," 1,614 ",,,,,,,,,
27067,Kandiyohi,75+, 215 , 231 , 272 , 337 ,,,,,,,,,
27069,Kittson,16 to 19, 150 , 135 , 117 , 107 ,,,,,,,,,
27069,Kittson,20 to 24, 210 , 274 , 247 , 215 ,,,,,,,,,
27069,Kittson,25 to 29, 158 , 182 , 241 , 216 ,,,,,,,,,
27069,Kittson,30 to 34, 157 , 154 , 176 , 232 ,,,,,,,,,
27069,Kittson,35 to 44, 379 , 318 , 303 , 317 ,,,,,,,,,
27069,Kittson,45 to 54, 498 , 393 , 321 , 266 ,,,,,,,,,
27069,Kittson,55 to 59, 305 , 274 , 195 , 170 ,,,,,,,,,
27069,Kittson,60 to 64, 232 , 219 , 195 , 138 ,,,,,,,,,
27069,Kittson,65 to 74, 149 , 187 , 197 , 179 ,,,,,,,,,
27069,Kittson,75+, 19 , 19 , 21 , 25 ,,,,,,,,,
27071,Koochiching,16 to 19, 312 , 301 , 238 , 182 ,,,,,,,,,
27071,Koochiching,20 to 24, 626 , 750 , 726 , 591 ,,,,,,,,,
27071,Koochiching,25 to 29, 458 , 460 , 572 , 561 ,,,,,,,,,
27071,Koochiching,30 to 34, 478 , 412 , 416 , 522 ,,,,,,,,,
27071,Koochiching,35 to 44," 1,090 ", 965 , 882 , 831 ,,,,,,,,,
27071,Koochiching,45 to 54," 1,480 "," 1,162 ", 956 , 857 ,,,,,,,,,
27071,Koochiching,55 to 59, 877 , 674 , 509 , 422 ,,,,,,,,,
27071,Koochiching,60 to 64, 460 , 434 , 334 , 255 ,,,,,,,,,
27071,Koochiching,65 to 74, 334 , 404 , 422 , 366 ,,,,,,,,,
27071,Koochiching,75+, 70 , 76 , 89 , 107 ,,,,,,,,,
27073,Lac qui Parle,16 to 19, 179 , 173 , 152 , 133 ,,,,,,,,,
27073,Lac qui Parle,20 to 24, 291 , 373 , 362 , 323 ,,,,,,,,,
27073,Lac qui Parle,25 to 29, 216 , 224 , 304 , 298 ,,,,,,,,,
27073,Lac qui Parle,30 to 34, 252 , 190 , 199 , 273 ,,,,,,,,,
27073,Lac qui Parle,35 to 44, 531 , 496 , 419 , 375 ,,,,,,,,,
27073,Lac qui Parle,45 to 54, 738 , 517 , 446 , 422 ,,,,,,,,,
27073,Lac qui Parle,55 to 59, 528 , 411 , 265 , 209 ,,,,,,,,,
27073,Lac qui Parle,60 to 64, 445 , 430 , 336 , 219 ,,,,,,,,,
27073,Lac qui Parle,65 to 74, 260 , 303 , 323 , 285 ,,,,,,,,,
27073,Lac qui Parle,75+, 54 , 50 , 52 , 59 ,,,,,,,,,
27075,Lake,16 to 19, 240 , 252 , 252 , 226 ,,,,,,,,,
27075,Lake,20 to 24, 436 , 547 , 570 , 570 ,,,,,,,,,
27075,Lake,25 to 29, 430 , 344 , 450 , 476 ,,,,,,,,,
27075,Lake,30 to 34, 392 , 361 , 288 , 381 ,,,,,,,,,
27075,Lake,35 to 44, 878 , 862 , 829 , 717 ,,,,,,,,,
27075,Lake,45 to 54," 1,176 ", 883 , 797 , 790 ,,,,,,,,,
27075,Lake,55 to 59, 702 , 579 , 393 , 333 ,,,,,,,,,
27075,Lake,60 to 64, 432 , 418 , 345 , 235 ,,,,,,,,,
27075,Lake,65 to 74, 204 , 239 , 254 , 229 ,,,,,,,,,
27075,Lake,75+, 65 , 69 , 78 , 90 ,,,,,,,,,
27077,Lake of the Woods,16 to 19, 46 , 49 , 44 , 36 ,,,,,,,,,
27077,Lake of the Woods,20 to 24, 176 , 208 , 224 , 201 ,,,,,,,,,
27077,Lake of the Woods,25 to 29, 137 , 137 , 167 , 184 ,,,,,,,,,
27077,Lake of the Woods,30 to 34, 134 , 110 , 110 , 135 ,,,,,,,,,
27077,Lake of the Woods,35 to 44, 332 , 310 , 267 , 244 ,,,,,,,,,
27077,Lake of the Woods,45 to 54, 503 , 353 , 299 , 282 ,,,,,,,,,
27077,Lake of the Woods,55 to 59, 348 , 269 , 182 , 137 ,,,,,,,,,
27077,Lake of the Woods,60 to 64, 247 , 248 , 193 , 132 ,,,,,,,,,
27077,Lake of the Woods,65 to 74, 47 , 58 , 63 , 57 ,,,,,,,,,
27077,Lake of the Woods,75+, 30 , 36 , 44 , 55 ,,,,,,,,,
27079,Le Sueur,16 to 19, 897 ," 1,000 ", 913 , 746 ,,,,,,,,,
27079,Le Sueur,20 to 24," 1,329 "," 1,763 "," 1,945 "," 1,781 ",,,,,,,,,
27079,Le Sueur,25 to 29," 1,210 "," 1,224 "," 1,676 "," 1,860 ",,,,,,,,,
27079,Le Sueur,30 to 34," 1,533 "," 1,217 "," 1,230 "," 1,681 ",,,,,,,,,
27079,Le Sueur,35 to 44," 3,064 "," 3,035 "," 2,733 "," 2,424 ",,,,,,,,,
27079,Le Sueur,45 to 54," 3,584 "," 3,161 "," 2,943 "," 2,899 ",,,,,,,,,
27079,Le Sueur,55 to 59," 1,811 "," 1,822 "," 1,576 "," 1,405 ",,,,,,,,,
27079,Le Sueur,60 to 64," 1,133 "," 1,275 "," 1,281 "," 1,103 ",,,,,,,,,
27079,Le Sueur,65 to 74, 636 , 792 , 921 , 973 ,,,,,,,,,
27079,Le Sueur,75+, 132 , 159 , 201 , 249 ,,,,,,,,,
27081,Lincoln,16 to 19, 186 , 222 , 217 , 176 ,,,,,,,,,
27081,Lincoln,20 to 24, 241 , 302 , 358 , 349 ,,,,,,,,,
27081,Lincoln,25 to 29, 268 , 233 , 291 , 346 ,,,,,,,,,
27081,Lincoln,30 to 34, 260 , 267 , 233 , 290 ,,,,,,,,,
27081,Lincoln,35 to 44, 559 , 534 , 513 , 485 ,,,,,,,,,
27081,Lincoln,45 to 54, 599 , 535 , 534 , 508 ,,,,,,,,,
27081,Lincoln,55 to 59, 358 , 308 , 250 , 248 ,,,,,,,,,
27081,Lincoln,60 to 64, 272 , 279 , 239 , 194 ,,,,,,,,,
27081,Lincoln,65 to 74, 212 , 240 , 264 , 247 ,,,,,,,,,
27081,Lincoln,75+, 82 , 80 , 82 , 89 ,,,,,,,,,
27083,Lyon,16 to 19, 833 , 792 , 799 , 760 ,,,,,,,,,
27083,Lyon,20 to 24," 1,559 "," 1,604 "," 1,522 "," 1,543 ",,,,,,,,,
27083,Lyon,25 to 29," 1,590 "," 1,449 "," 1,500 "," 1,427 ",,,,,,,,,
27083,Lyon,30 to 34," 1,519 "," 1,493 "," 1,358 "," 1,412 ",,,,,,,,,
27083,Lyon,35 to 44," 2,829 "," 3,012 "," 3,085 "," 2,927 ",,,,,,,,,
27083,Lyon,45 to 54," 2,788 "," 2,456 "," 2,492 "," 2,663 ",,,,,,,,,
27083,Lyon,55 to 59," 1,519 "," 1,377 "," 1,098 "," 1,077 ",,,,,,,,,
27083,Lyon,60 to 64," 1,012 "," 1,149 "," 1,039 ", 833 ,,,,,,,,,
27083,Lyon,65 to 74, 658 , 841 ," 1,006 "," 1,020 ",,,,,,,,,
27083,Lyon,75+, 162 , 163 , 188 , 233 ,,,,,,,,,
27085,McLeod,16 to 19," 1,116 "," 1,194 "," 1,095 ", 988 ,,,,,,,,,
27085,McLeod,20 to 24," 1,912 "," 2,227 "," 2,363 "," 2,177 ",,,,,,,,,
27085,McLeod,25 to 29," 1,841 "," 1,805 "," 2,118 "," 2,259 ",,,,,,,,,
27085,McLeod,30 to 34," 1,939 "," 1,742 "," 1,701 "," 2,001 ",,,,,,,,,
27085,McLeod,35 to 44," 3,842 "," 3,714 "," 3,587 "," 3,355 ",,,,,,,,,
27085,McLeod,45 to 54," 4,511 "," 3,996 "," 3,616 "," 3,484 ",,,,,,,,,
27085,McLeod,55 to 59," 2,172 "," 2,197 "," 1,868 "," 1,713 ",,,,,,,,,
27085,McLeod,60 to 64," 1,459 "," 1,643 "," 1,656 "," 1,410 ",,,,,,,,,
27085,McLeod,65 to 74, 996 ," 1,163 "," 1,320 "," 1,402 ",,,,,,,,,
27085,McLeod,75+, 210 , 233 , 274 , 320 ,,,,,,,,,
27087,Mahnomen,16 to 19, 150 , 182 , 192 , 200 ,,,,,,,,,
27087,Mahnomen,20 to 24, 241 , 291 , 345 , 358 ,,,,,,,,,
27087,Mahnomen,25 to 29, 203 , 230 , 281 , 332 ,,,,,,,,,
27087,Mahnomen,30 to 34, 273 , 220 , 249 , 300 ,,,,,,,,,
27087,Mahnomen,35 to 44, 459 , 464 , 421 , 393 ,,,,,,,,,
27087,Mahnomen,45 to 54, 484 , 423 , 410 , 408 ,,,,,,,,,
27087,Mahnomen,55 to 59, 299 , 252 , 199 , 188 ,,,,,,,,,
27087,Mahnomen,60 to 64, 169 , 186 , 156 , 122 ,,,,,,,,,
27087,Mahnomen,65 to 74, 169 , 194 , 208 , 198 ,,,,,,,,,
27087,Mahnomen,75+, 29 , 33 , 40 , 46 ,,,,,,,,,
27089,Marshall,16 to 19, 218 , 236 , 221 , 206 ,,,,,,,,,
27089,Marshall,20 to 24, 429 , 551 , 587 , 551 ,,,,,,,,,
27089,Marshall,25 to 29, 392 , 393 , 512 , 549 ,,,,,,,,,
27089,Marshall,30 to 34, 491 , 408 , 407 , 532 ,,,,,,,,,
27089,Marshall,35 to 44, 906 , 902 , 844 , 759 ,,,,,,,,,
27089,Marshall,45 to 54," 1,062 ", 881 , 821 , 810 ,,,,,,,,,
27089,Marshall,55 to 59, 604 , 574 , 423 , 395 ,,,,,,,,,
27089,Marshall,60 to 64, 457 , 475 , 450 , 330 ,,,,,,,,,
27089,Marshall,65 to 74, 308 , 376 , 421 , 415 ,,,,,,,,,
27089,Marshall,75+, 59 , 64 , 73 , 86 ,,,,,,,,,
27091,Martin,16 to 19, 597 , 640 , 617 , 520 ,,,,,,,,,
27091,Martin,20 to 24, 955 ," 1,089 "," 1,156 "," 1,114 ",,,,,,,,,
27091,Martin,25 to 29, 808 , 799 , 920 , 983 ,,,,,,,,,
27091,Martin,30 to 34, 986 , 865 , 849 , 980 ,,,,,,,,,
27091,Martin,35 to 44," 1,838 "," 1,841 "," 1,766 "," 1,628 ",,,,,,,,,
27091,Martin,45 to 54," 2,136 "," 1,732 "," 1,593 "," 1,587 ",,,,,,,,,
27091,Martin,55 to 59," 1,379 "," 1,171 ", 855 , 773 ,,,,,,,,,
27091,Martin,60 to 64, 984 ," 1,037 ", 875 , 640 ,,,,,,,,,
27091,Martin,65 to 74, 685 , 832 , 927 , 874 ,,,,,,,,,
27091,Martin,75+, 160 , 159 , 178 , 209 ,,,,,,,,,
27093,Meeker,16 to 19, 671 , 706 , 687 , 577 ,,,,,,,,,
27093,Meeker,20 to 24," 1,085 "," 1,371 "," 1,432 "," 1,394 ",,,,,,,,,
27093,Meeker,25 to 29, 978 ," 1,012 "," 1,291 "," 1,351 ",,,,,,,,,
27093,Meeker,30 to 34," 1,100 ", 951 , 980 ," 1,252 ",,,,,,,,,
27093,Meeker,35 to 44," 2,174 "," 2,091 "," 1,895 "," 1,783 ",,,,,,,,,
27093,Meeker,45 to 54," 2,722 "," 2,297 "," 2,164 "," 2,072 ",,,,,,,,,
27093,Meeker,55 to 59," 1,454 "," 1,362 "," 1,058 ", 971 ,,,,,,,,,
27093,Meeker,60 to 64," 1,081 "," 1,098 "," 1,024 ", 795 ,,,,,,,,,
27093,Meeker,65 to 74, 656 , 820 , 912 , 885 ,,,,,,,,,
27093,Meeker,75+, 130 , 144 , 171 , 210 ,,,,,,,,,
27095,Mille Lacs,16 to 19, 661 , 698 , 692 , 606 ,,,,,,,,,
27095,Mille Lacs,20 to 24," 1,236 "," 1,519 "," 1,594 "," 1,574 ",,,,,,,,,
27095,Mille Lacs,25 to 29," 1,077 "," 1,058 "," 1,312 "," 1,375 ",,,,,,,,,
27095,Mille Lacs,30 to 34," 1,329 "," 1,118 "," 1,095 "," 1,356 ",,,,,,,,,
27095,Mille Lacs,35 to 44," 2,618 "," 2,577 "," 2,384 "," 2,145 ",,,,,,,,,
27095,Mille Lacs,45 to 54," 2,955 "," 2,521 "," 2,358 "," 2,306 ",,,,,,,,,
27095,Mille Lacs,55 to 59," 1,322 "," 1,333 "," 1,055 ", 967 ,,,,,,,,,
27095,Mille Lacs,60 to 64, 861 , 957 , 962 , 759 ,,,,,,,,,
27095,Mille Lacs,65 to 74, 595 , 670 , 759 , 796 ,,,,,,,,,
27095,Mille Lacs,75+, 81 , 94 , 106 , 121 ,,,,,,,,,
27097,Morrison,16 to 19, 980 ," 1,044 "," 1,056 ", 894 ,,,,,,,,,
27097,Morrison,20 to 24," 1,576 "," 1,858 "," 1,973 "," 2,001 ",,,,,,,,,
27097,Morrison,25 to 29," 1,419 "," 1,391 "," 1,660 "," 1,775 ",,,,,,,,,
27097,Morrison,30 to 34," 1,764 "," 1,495 "," 1,468 "," 1,758 ",,,,,,,,,
27097,Morrison,35 to 44," 3,457 "," 3,503 "," 3,256 "," 2,975 ",,,,,,,,,
27097,Morrison,45 to 54," 3,978 "," 3,330 "," 3,144 "," 3,202 ",,,,,,,,,
27097,Morrison,55 to 59," 2,052 "," 1,905 "," 1,533 "," 1,349 ",,,,,,,,,
27097,Morrison,60 to 64," 1,393 "," 1,537 "," 1,430 "," 1,154 ",,,,,,,,,
27097,Morrison,65 to 74, 662 , 813 , 952 , 967 ,,,,,,,,,
27097,Morrison,75+, 216 , 242 , 287 , 352 ,,,,,,,,,
27099,Mower,16 to 19," 1,253 "," 1,399 "," 1,379 "," 1,250 ",,,,,,,,,
27099,Mower,20 to 24," 1,944 "," 2,152 "," 2,372 "," 2,326 ",,,,,,,,,
27099,Mower,25 to 29," 1,924 "," 1,852 "," 2,066 "," 2,293 ",,,,,,,,,
27099,Mower,30 to 34," 2,098 "," 1,879 "," 1,802 "," 2,004 ",,,,,,,,,
27099,Mower,35 to 44," 3,974 "," 3,916 "," 3,786 "," 3,484 ",,,,,,,,,
27099,Mower,45 to 54," 4,508 "," 4,083 "," 3,843 "," 3,758 ",,,,,,,,,
27099,Mower,55 to 59," 2,108 "," 2,022 "," 1,717 "," 1,645 ",,,,,,,,,
27099,Mower,60 to 64," 1,521 "," 1,623 "," 1,552 "," 1,312 ",,,,,,,,,
27099,Mower,65 to 74, 934 ," 1,155 "," 1,297 "," 1,300 ",,,,,,,,,
27099,Mower,75+, 229 , 231 , 258 , 302 ,,,,,,,,,
27101,Murray,16 to 19, 256 , 258 , 251 , 221 ,,,,,,,,,
27101,Murray,20 to 24, 369 , 430 , 432 , 424 ,,,,,,,,,
27101,Murray,25 to 29, 333 , 361 , 420 , 425 ,,,,,,,,,
27101,Murray,30 to 34, 375 , 329 , 359 , 420 ,,,,,,,,,
27101,Murray,35 to 44, 737 , 724 , 660 , 650 ,,,,,,,,,
27101,Murray,45 to 54, 853 , 681 , 638 , 632 ,,,,,,,,,
27101,Murray,55 to 59, 560 , 481 , 365 , 312 ,,,,,,,,,
27101,Murray,60 to 64, 456 , 449 , 387 , 295 ,,,,,,,,,
27101,Murray,65 to 74, 346 , 388 , 404 , 375 ,,,,,,,,,
27101,Murray,75+, 59 , 62 , 70 , 79 ,,,,,,,,,
27103,Nicollet,16 to 19," 1,279 "," 1,131 "," 1,117 ", 985 ,,,,,,,,,
27103,Nicollet,20 to 24," 2,283 "," 2,206 "," 1,967 "," 1,946 ",,,,,,,,,
27103,Nicollet,25 to 29," 2,077 "," 2,194 "," 2,094 "," 1,829 ",,,,,,,,,
27103,Nicollet,30 to 34," 2,098 "," 2,116 "," 2,222 "," 2,123 ",,,,,,,,,
27103,Nicollet,35 to 44," 3,596 "," 4,027 "," 4,301 "," 4,419 ",,,,,,,,,
27103,Nicollet,45 to 54," 3,604 "," 3,284 "," 3,392 "," 3,783 ",,,,,,,,,
27103,Nicollet,55 to 59," 2,026 "," 1,957 "," 1,641 "," 1,616 ",,,,,,,,,
27103,Nicollet,60 to 64," 1,594 "," 1,738 "," 1,669 "," 1,401 ",,,,,,,,,
27103,Nicollet,65 to 74, 786 ," 1,043 "," 1,206 "," 1,229 ",,,,,,,,,
27103,Nicollet,75+, 174 , 197 , 254 , 329 ,,,,,,,,,
27105,Nobles,16 to 19, 535 , 575 , 598 , 596 ,,,,,,,,,
27105,Nobles,20 to 24," 1,213 "," 1,302 "," 1,376 "," 1,420 ",,,,,,,,,
27105,Nobles,25 to 29," 1,121 "," 1,005 "," 1,095 "," 1,174 ",,,,,,,,,
27105,Nobles,30 to 34," 1,199 "," 1,100 ", 983 ," 1,071 ",,,,,,,,,
27105,Nobles,35 to 44," 2,132 "," 2,237 "," 2,250 "," 2,036 ",,,,,,,,,
27105,Nobles,45 to 54," 2,164 "," 1,905 "," 1,815 "," 1,906 ",,,,,,,,,
27105,Nobles,55 to 59," 1,227 "," 1,096 ", 910 , 842 ,,,,,,,,,
27105,Nobles,60 to 64, 915 ," 1,008 ", 898 , 746 ,,,,,,,,,
27105,Nobles,65 to 74, 600 , 734 , 842 , 832 ,,,,,,,,,
27105,Nobles,75+, 101 , 101 , 113 , 134 ,,,,,,,,,
27107,Norman,16 to 19, 135 , 135 , 112 , 92 ,,,,,,,,,
27107,Norman,20 to 24, 284 , 393 , 389 , 326 ,,,,,,,,,
27107,Norman,25 to 29, 206 , 240 , 348 , 346 ,,,,,,,,,
27107,Norman,30 to 34, 280 , 208 , 242 , 352 ,,,,,,,,,
27107,Norman,35 to 44, 625 , 556 , 453 , 419 ,,,,,,,,,
27107,Norman,45 to 54, 772 , 616 , 567 , 499 ,,,,,,,,,
27107,Norman,55 to 59, 366 , 347 , 234 , 225 ,,,,,,,,,
27107,Norman,60 to 64, 261 , 272 , 257 , 173 ,,,,,,,,,
27107,Norman,65 to 74, 200 , 225 , 241 , 238 ,,,,,,,,,
27107,Norman,75+, 45 , 46 , 49 , 54 ,,,,,,,,,
27109,Olmsted,16 to 19," 4,264 "," 5,303 "," 5,625 "," 5,418 ",,,,,,,,,
27109,Olmsted,20 to 24," 7,641 "," 9,712 "," 11,655 "," 12,185 ",,,,,,,,,
27109,Olmsted,25 to 29," 8,928 "," 7,014 "," 9,200 "," 11,192 ",,,,,,,,,
27109,Olmsted,30 to 34," 10,372 "," 8,723 "," 6,758 "," 8,881 ",,,,,,,,,
27109,Olmsted,35 to 44," 17,152 "," 18,927 "," 18,105 "," 14,299 ",,,,,,,,,
27109,Olmsted,45 to 54," 17,674 "," 16,037 "," 16,964 "," 18,566 ",,,,,,,,,
27109,Olmsted,55 to 59," 9,008 "," 9,079 "," 7,371 "," 7,379 ",,,,,,,,,
27109,Olmsted,60 to 64," 6,088 "," 7,432 "," 7,460 "," 6,010 ",,,,,,,,,
27109,Olmsted,65 to 74," 3,234 "," 4,249 "," 5,361 "," 5,847 ",,,,,,,,,
27109,Olmsted,75+, 608 , 716 , 881 ," 1,122 ",,,,,,,,,
27111,Otter Tail,16 to 19," 1,503 "," 1,540 "," 1,540 "," 1,465 ",,,,,,,,,
27111,Otter Tail,20 to 24," 2,581 "," 3,081 "," 3,140 "," 3,138 ",,,,,,,,,
27111,Otter Tail,25 to 29," 2,240 "," 2,414 "," 2,915 "," 2,973 ",,,,,,,,,
27111,Otter Tail,30 to 34," 2,617 "," 2,277 "," 2,444 "," 2,951 ",,,,,,,,,
27111,Otter Tail,35 to 44," 4,931 "," 5,180 "," 4,964 "," 4,776 ",,,,,,,,,
27111,Otter Tail,45 to 54," 6,439 "," 5,061 "," 4,719 "," 4,939 ",,,,,,,,,
27111,Otter Tail,55 to 59," 3,781 "," 3,374 "," 2,485 "," 2,090 ",,,,,,,,,
27111,Otter Tail,60 to 64," 2,537 "," 2,672 "," 2,376 "," 1,748 ",,,,,,,,,
27111,Otter Tail,65 to 74," 1,776 "," 2,071 "," 2,253 "," 2,175 ",,,,,,,,,
27111,Otter Tail,75+, 335 , 383 , 457 , 535 ,,,,,,,,,
27113,Pennington,16 to 19, 393 , 428 , 446 , 442 ,,,,,,,,,
27113,Pennington,20 to 24, 804 , 929 , 991 ," 1,022 ",,,,,,,,,
27113,Pennington,25 to 29, 834 , 657 , 787 , 851 ,,,,,,,,,
27113,Pennington,30 to 34, 857 , 808 , 631 , 757 ,,,,,,,,,
27113,Pennington,35 to 44," 1,551 "," 1,604 "," 1,624 "," 1,389 ",,,,,,,,,
27113,Pennington,45 to 54," 1,587 "," 1,437 "," 1,402 "," 1,443 ",,,,,,,,,
27113,Pennington,55 to 59, 867 , 797 , 657 , 649 ,,,,,,,,,
27113,Pennington,60 to 64, 610 , 683 , 625 , 515 ,,,,,,,,,
27113,Pennington,65 to 74, 411 , 507 , 592 , 596 ,,,,,,,,,
27113,Pennington,75+, 47 , 53 , 64 , 78 ,,,,,,,,,
27115,Pine,16 to 19, 664 , 746 , 684 , 592 ,,,,,,,,,
27115,Pine,20 to 24," 1,251 "," 1,507 "," 1,674 "," 1,546 ",,,,,,,,,
27115,Pine,25 to 29," 1,127 "," 1,002 "," 1,234 "," 1,381 ",,,,,,,,,
27115,Pine,30 to 34," 1,394 "," 1,145 "," 1,017 "," 1,257 ",,,,,,,,,
27115,Pine,35 to 44," 2,585 "," 2,614 "," 2,417 "," 2,056 ",,,,,,,,,
